词频排名,单词,阶段,周区间,说明,音标,中文释义,例句
256,dvd,起点,开始前自测,,ˌdiˌviˈdi,abbr. 数字化视频光盘（Digital Video Disk）,The DVD can be rented from your local store.　这DVD可在你们当地的商店租借。
257,shipping,起点,开始前自测,,ˈʃɪpɪŋ,n. （总称）船舶；航运，运输；运费；v. （用船、飞机、卡车）运送，运输；遣送（某人）；推出（计算机商品），（使）上市（ship 的现在分词）；【名】 （Shipping）（英）希平（人名）,The shipping industry promulgated a voluntary code.　航运业对自律守则进行了宣传。
258,reserved,起点,开始前自测,,rɪˈzɝvd,adj. 寡言少语的，内敛的；保留的，预订的；v. 预订，预约；保留，贮备；拥有（某种权利等）（reserve 的过去式和过去分词形式）,I've reserved a room in the name of Jones.　我以琼斯的名字预订了一个房间。
259,subject,起点,开始前自测,,səbˈdʒɛkt,n. 主题，话题；学科，科目，课程；主语；（绘画、摄影等的）主题，题材；实验对象；（批评、学习、调查的）对象；国民；起因；（逻）主词，主项，主概念；（乐）主旋律；（哲）主体，主观；中心实体；v. 使臣服，征服，压服；使经受，使遭受；adj. 隶属的，臣服的；可能受……影响的，易遭受……的；受……支配的，服从于……的；取决于，视……而定,English is my best subject.　英语是我学得最好的一门科目。
260,between,起点,开始前自测,,bɪˈtwin,prep. （空间上）在……中间；（时间上）在……之间；（数量、重量、距离等）介于……之间；分隔着；（表示两方或多方关系）在……之间；合用，共享；通过共同努力，一起；（两人）私下间；往返于；adv. （空间或时间上）介于……之间（in between）,He toggled between the two windows.　他在两个窗口之间来回切换。
261,forum,起点,开始前自测,,ˈfɔrəm,n. 讨论会；（因特网上的）论坛，讨论区；法院，法庭；（古罗马）公共集会场所,The forum is now open to all budding entrepreneurs.　该论坛现在向所有崭露头角的企业家开放。
262,family,起点,开始前自测,,ˈfæməli,家庭；家人,My family lives nearby.　我的家人住在附近。
263,l,起点,开始前自测,释义待核实，不进入核心练习,ˈɛl,释义待核实，不计入核心练习,
264,long,起点,开始前自测,,ˈlɔŋ,adj. 长的；长久的，长期的；漫长的；长篇的；长音的；出界的；（面部表情）不高兴的，愁苦的；记得牢的，记得久的；（可能性，机会）小的，渺茫的；远期（获利）的；（酒与凉饮料）混合的，大量的；（运动中的球）长传的，远距离的；adv. 长久地，长期地；很久（以前或以后）；整个（时间段）；（球扔得）远；整个 (时间段)；v. 渴望,Workers toiled long hours.　工人们长时间辛苦工作。
265,based,起点,开始前自测,,ˈbeɪst,adj. 有根基的;有基地的；adj. （以某事）为基础的，为根据的；在……居住（或工作）的，基地（或总部）在……的；v. 以……为基础；把基地设在……（base 的过去式和过去分词形式）,The story is based on fact.　这个故事是根据真人真事写的。
266,w,起点,开始前自测,释义待核实，不进入核心练习,ˈdʌbəlju,释义待核实，不计入核心练习,
267,code,起点,开始前自测,,ˈkoʊd,n. 密码，暗码；（邮政）编码，（电话）区号；（计算机）编码；道德准则，行为规范；法典，法规；v. 把……编码（或编号）；把……译成密码；（给计算机）编写指令；【名】 （Code）（英、法、西）科德（人名）,It's written in code.　那是用密码写的。
268,show,起点,开始前自测,,ˈʃoʊ,v. 显示，表明；给……看，出示；演示，教；带领，引领；表露出，显示出；（对某人）表现出，对待；容易显出，容易看到；标示，标明；描绘，描述；放映，播出；展示，展出；露面，出现；证明，证实；替（动物）报名参加比赛；<非正式> （妇女）已显出身孕；<美>获得第三名（或前三名）；n. 演出，歌舞表演；（电视或广播）节目；展览，展览会；表现，行为；假象，假装；景象；事情，场面；动物比赛；（分娩或月经时的）见红；<美，澳新，非正式>（做某事的）机会；【名】 （Show）（美、巴西）肖（人名）,The show was just awesome.　演出实在棒极了。
269,o,起点,开始前自测,释义待核实，不进入核心练习,ˈoʊ,释义待核实，不计入核心练习,
270,even,起点,开始前自测,,ˈivɪn,adj. 平坦的，水平的；平静的，平和的；平齐的，挨着的；无变化的，平稳的；势均力敌的，不相上下的；双数的，偶数的；平等的，公平的；不变的，恒定的；（某事发生的概率）对半的，各半的；扯平的，互不相欠的；匀称的，同样大小的；正好的，不多不少的；adv. 甚至，即使；更加，愈加；其实，实际上；v. 使相等，使平均；变平坦；使变平，使平整,She can't even change a nappy.　她连换尿布都不会。
271,black,起点,开始前自测,,ˈblæk,adj. 黑的，黑色的；黑色人种的；不加牛奶的；脏的，布满污垢的；悲伤的，无望的；愤怒的，仇恨的；罪恶的，邪恶的；（幽默）黑色的；（滑雪道）难度最大的；（军事活动）秘密的；黑桃和梅花组牌的；n. 黑，黑色；<冒犯>黑人；黑色衣服；黑色的东西（尤指斯诺克中的黑球）；执黑子的一方；v. 使变黑，弄黑；<英>抵制，拒绝（货品或公司）,Black is out this year.　今年黑色不时兴了。
272,check,起点,开始前自测,,ˈtʃɛk,v. 检查，核对；查看，查询；克制，抑制；存放，寄放；托运；在……上打钩；将（对方的）军；n. 检查，核对；制止（手段），抑制（手段）；结账单；支票（=cheque）；方格图案；衣帽寄存处；寄存凭证；钩号；（国际象棋）将军；【名】 （Check）（英）切克（人名）,Check whether a fuse has blown.　检查一下保险丝是否烧断了。
273,special,起点,开始前自测,,ˈspɛʃəl,adj. 特殊的，特别的；格外看重的，特别要好的；专门的，特设的；特有的，独具特色的；格外的，分外的；（主题）研究深入的；（数）特殊（矩阵）的；n. 特色菜；特别节目；特价商品，折扣商品；特派员，临时警察，特约记者；专车；【名】 （Special）（印、美、俄）史派西娅乐（人名）,Couldn't we call a special meeting?　我们不能召开一次特别会议吗？
274,prices,起点,开始前自测,释义待核实，不进入核心练习,ˈpraɪsəz,释义待核实，不计入核心练习,
275,website,起点,开始前自测,,ˈwɛbˌsaɪt,n. 网站（全球资讯网的主机站）,There's jazz a gogo on our website.　我们的网站上有大量的爵士音乐。
276,index,起点,开始前自测,,ˈɪndɛks,n. 索引；（物价和工资等）指数；指标，量度；幂，根指数；指针；v. 为……编索引，将……编入索引；使指数化，将（工资）等与（物价水平等）挂钩；（机器，部件）转位,There's even a special subject index.　甚至有一个特别的主题索引。
277,being,起点,开始前自测,,ˈbiɪŋ,n. 生物；存在；本质，本性；v. 因为，由于（用于非限定分句）；v. 存在，生存；位于（be 的现在分词形式）,I hate being photographed.　我讨厌被拍照。
278,women,起点,开始前自测,释义待核实，不进入核心练习,ˈwɪmən,释义待核实，不计入核心练习,
279,much,起点,开始前自测,,ˈmʌtʃ,det. 许多；pron. 许多；优秀的事物；adv. 非常；<非正式>用在否定句末表示相反的意思；优秀的事物；经常；很大程度上；长时间地；多达；多达（强调数量大得惊人）,It isn't worth much.　这不值多少钱。
280,sign,起点,开始前自测,,ˈsaɪn,n. 指示牌，标志；迹象，征兆；示意动作，手势；手语动作；符号，记号；踪迹，踪影；（医）征，体征；神迹（主要用于《圣经》和文学作品中）；<美>（野生动物的）足迹，臭迹；（占星）（黄道12宫中的）宫，星座；（数）正负号；暗号，信号；（表示某人状况或经历的）动作，反应；v. 签名，署名；（与机构、公司等）签约；示意，打手势；打手语；用标志杆（或其他记号）表示,The sign read 'No admittance'.　告示牌上写着“禁止入内”。
281,file,起点,开始前自测,,ˈfaɪl,n. 文件夹（或箱、柜等）；（计算机的）文档；档案；纵列；锉刀；（与某政策领域相关的）议题，职责；v. （把文件等）归档，存档；提起（诉讼），提出（申请）；发送（消息或报道）给报社；列队行进；锉平；【名】 （File）（匈、塞）菲莱（人名）,The file was labelled 'Private'.　那档案已标明“保密”。
282,link,起点,开始前自测,,ˈlɪŋk,v. 连接；与……有关联；挽住，钩住；n. （事物间的）联系，关系；（交通上的）联系；（链状物的）环，节；（超文本）链接；<美>一节香肠；令（长度单位，1令等于1测链的百分之一，即7.92英寸）；（行路时照明用）沥青和麻屑火把；【名】 （Link）（英、德、塞、捷、匈、瑞典）林克（人名）,She was my only link with the past.　她是我和过去的惟一联系。
